state,d_month,year,month_only,month,totals,handguns_total,long_guns_total,other_total
North Carolina,2005-12-01,2005,12,2005-12,41087,1355,30520,9212
North Dakota,2005-12-01,2005,12,2005-12,3645,560,2936,149
Ohio,2005-12-01,2005,12,2005-12,38617,12480,25368,769
Oklahoma,2005-12-01,2005,12,2005-12,26701,7174,19139,388
Oregon,2005-12-01,2005,12,2005-12,20012,5588,14095,329
Pennsylvania,2005-12-01,2005,12,2005-12,50324,0,49746,578
Puerto Rico,2005-12-01,2005,12,2005-12,742,606,121,15
Rhode Island,2005-12-01,2005,12,2005-12,972,366,506,100
South Carolina,2005-12-01,2005,12,2005-12,21435,5463,14469,1503
South Dakota,2005-12-01,2005,12,2005-12,6027,961,4998,68
Tennessee,2005-12-01,2005,12,2005-12,36650,10811,24155,1684
Texas,2005-12-01,2005,12,2005-12,105829,26368,72299,7162
Utah,2005-12-01,2005,12,2005-12,14903,2800,10407,1696
Vermont,2005-12-01,2005,12,2005-12,1879,483,1377,19
Virgin Islands,2005-12-01,2005,12,2005-12,23,22,1,0
Virginia,2005-12-01,2005,12,2005-12,31002,9513,21185,304
Washington,2005-12-01,2005,12,2005-12,25168,7277,13140,4751
West Virginia,2005-12-01,2005,12,2005-12,17176,4264,12683,229
Wisconsin,2005-12-01,2005,12,2005-12,18543,4084,14459,0
Wyoming,2005-12-01,2005,12,2005-12,5063,1238,3549,276
Alabama,2005-11-01,2005,11,2005-11,27894,7468,20101,325
Alaska,2005-11-01,2005,11,2005-11,3510,1279,2157,74
Arizona,2005-11-01,2005,11,2005-11,15342,5992,7353,1997
Arkansas,2005-11-01,2005,11,2005-11,20134,3200,15981,953
California,2005-11-01,2005,11,2005-11,54120,18192,22074,13854
Colorado,2005-11-01,2005,11,2005-11,19465,6248,12035,1182
Connecticut,2005-11-01,2005,11,2005-11,8546,1831,2796,3919
Delaware,2005-11-01,2005,11,2005-11,1980,520,1445,15
District of Columbia,2005-11-01,2005,11,2005-11,2,2,0,0
Florida,2005-11-01,2005,11,2005-11,37841,17000,20220,621
Georgia,2005-11-01,2005,11,2005-11,31933,9259,19842,2832
Guam,2005-11-01,2005,11,2005-11,30,17,12,1
Hawaii,2005-11-01,2005,11,2005-11,706,0,0,706
Idaho,2005-11-01,2005,11,2005-11,6660,1396,4349,915
Illinois,2005-11-01,2005,11,2005-11,42416,4880,11531,26005
Indiana,2005-11-01,2005,11,2005-11,19068,4843,14012,213
Iowa,2005-11-01,2005,11,2005-11,12280,33,7843,4404
Kansas,2005-11-01,2005,11,2005-11,12536,2359,9968,209
Kentucky,2005-11-01,2005,11,2005-11,25200,6464,18315,421
Louisiana,2005-11-01,2005,11,2005-11,27168,7546,19339,283
Maine,2005-11-01,2005,11,2005-11,4721,1027,3623,71
Mariana Islands,2005-11-01,2005,11,2005-11,0,0,0,0
Maryland,2005-11-01,2005,11,2005-11,10141,726,7396,2019
Massachusetts,2005-11-01,2005,11,2005-11,8904,1559,1707,5638
Michigan,2005-11-01,2005,11,2005-11,37692,2404,21627,13661
Minnesota,2005-11-01,2005,11,2005-11,19891,2754,13162,3975
Mississippi,2005-11-01,2005,11,2005-11,24836,5172,19440,224
Missouri,2005-11-01,2005,11,2005-11,24118,3798,20195,125
Montana,2005-11-01,2005,11,2005-11,6552,1349,4811,392
Nebraska,2005-11-01,2005,11,2005-11,5774,2,4100,1672
Nevada,2005-11-01,2005,11,2005-11,6400,2938,3240,222
New Hampshire,2005-11-01,2005,11,2005-11,5151,1224,2763,1164
New Jersey,2005-11-01,2005,11,2005-11,3823,1305,2469,49
New Mexico,2005-11-01,2005,11,2005-11,7362,2504,4727,131
New York,2005-11-01,2005,11,2005-11,18353,823,14155,3375
North Carolina,2005-11-01,2005,11,2005-11,29392,1209,20605,7578
North Dakota,2005-11-01,2005,11,2005-11,3359,390,2844,125
Ohio,2005-11-01,2005,11,2005-11,35670,9788,25088,794
Oklahoma,2005-11-01,2005,11,2005-11,20091,5133,14550,408
Oregon,2005-11-01,2005,11,2005-11,13682,4172,9235,275
Pennsylvania,2005-11-01,2005,11,2005-11,51365,1,51087,277
Puerto Rico,2005-11-01,2005,11,2005-11,748,621,113,14
Rhode Island,2005-11-01,2005,11,2005-11,945,351,501,93
South Carolina,2005-11-01,2005,11,2005-11,15166,4156,9028,1982
South Dakota,2005-11-01,2005,11,2005-11,5338,658,4642,38
Tennessee,2005-11-01,2005,11,2005-11,25073,7462,15154,2457
Texas,2005-11-01,2005,11,2005-11,74176,19238,48116,6822
Utah,2005-11-01,2005,11,2005-11,8872,1813,5805,1254
Vermont,2005-11-01,2005,11,2005-11,1908,424,1462,22
Virgin Islands,2005-11-01,2005,11,2005-11,16,13,2,1
Virginia,2005-11-01,2005,11,2005-11,24818,7557,17045,216
Washington,2005-11-01,2005,11,2005-11,19780,5828,9202,4750
West Virginia,2005-11-01,2005,11,2005-11,17108,2991,13880,237
Wisconsin,2005-11-01,2005,11,2005-11,20572,3125,17447,0
Wyoming,2005-11-01,2005,11,2005-11,3170,789,2218,163
Alabama,2005-10-01,2005,10,2005-10,20520,7334,12890,296
Alaska,2005-10-01,2005,10,2005-10,4755,1774,2811,170
Arizona,2005-10-01,2005,10,2005-10,16169,6372,7492,2305
Arkansas,2005-10-01,2005,10,2005-10,15576,3167,11564,845
California,2005-10-01,2005,10,2005-10,51604,18712,20693,12199
Colorado,2005-10-01,2005,10,2005-10,18924,6099,11536,1289
Connecticut,2005-10-01,2005,10,2005-10,8620,2225,2845,3550
Delaware,2005-10-01,2005,10,2005-10,1680,483,1174,23
District of Columbia,2005-10-01,2005,10,2005-10,2,2,0,0
Florida,2005-10-01,2005,10,2005-10,34047,17196,16221,630
Georgia,2005-10-01,2005,10,2005-10,22800,6353,13764,2683
Guam,2005-10-01,2005,10,2005-10,31,4,24,3
Hawaii,2005-10-01,2005,10,2005-10,727,0,0,727
Idaho,2005-10-01,2005,10,2005-10,8066,1433,5642,991
Illinois,2005-10-01,2005,10,2005-10,41194,4554,9306,27334
Indiana,2005-10-01,2005,10,2005-10,16567,5309,11047,211
Iowa,2005-10-01,2005,10,2005-10,10112,26,5919,4167
Kansas,2005-10-01,2005,10,2005-10,10030,2592,7209,229
Kentucky,2005-10-01,2005,10,2005-10,20809,6411,14017,381
Louisiana,2005-10-01,2005,10,2005-10,25247,9603,15273,371
Maine,2005-10-01,2005,10,2005-10,7664,1312,6244,108
Mariana Islands,2005-10-01,2005,10,2005-10,0,0,0,0
Maryland,2005-10-01,2005,10,2005-10,7843,745,5622,1476
Massachusetts,2005-10-01,2005,10,2005-10,9139,1646,1709,5784
Michigan,2005-10-01,2005,10,2005-10,32181,2585,18359,11237
Minnesota,2005-10-01,2005,10,2005-10,28407,3522,21120,3765
Mississippi,2005-10-01,2005,10,2005-10,18258,5422,12570,266
Missouri,2005-10-01,2005,10,2005-10,22597,4043,18374,180
Montana,2005-10-01,2005,10,2005-10,10170,1615,8015,540
Nebraska,2005-10-01,2005,10,2005-10,5530,4,3832,1694
Nevada,2005-10-01,2005,10,2005-10,5806,2724,2953,129
New Hampshire,2005-10-01,2005,10,2005-10,6061,1123,3242,1696
New Jersey,2005-10-01,2005,10,2005-10,3200,1177,1980,43
New Mexico,2005-10-01,2005,10,2005-10,7308,2656,4518,134
New York,2005-10-01,2005,10,2005-10,19351,922,14428,4001
North Carolina,2005-10-01,2005,10,2005-10,25490,1169,16511,7810
North Dakota,2005-10-01,2005,10,2005-10,5305,429,4668,208
Ohio,2005-10-01,2005,10,2005-10,26799,9546,16541,712
Oklahoma,2005-10-01,2005,10,2005-10,17076,5424,11290,362
Oregon,2005-10-01,2005,10,2005-10,13020,3949,8803,268
Pennsylvania,2005-10-01,2005,10,2005-10,44662,0,44203,459
Puerto Rico,2005-10-01,2005,10,2005-10,733,605,116,12
Rhode Island,2005-10-01,2005,10,2005-10,902,377,438,87
South Carolina,2005-10-01,2005,10,2005-10,12307,3704,6990,1613
South Dakota,2005-10-01,2005,10,2005-10,7305,738,6509,58
Tennessee,2005-10-01,2005,10,2005-10,19685,7107,11116,1462
Texas,2005-10-01,2005,10,2005-10,70654,20122,43568,6964
Utah,2005-10-01,2005,10,2005-10,8182,1697,5013,1472
Vermont,2005-10-01,2005,10,2005-10,2203,502,1678,23
Virgin Islands,2005-10-01,2005,10,2005-10,0,0,0,0
Virginia,2005-10-01,2005,10,2005-10,20664,7544,12859,261
Washington,2005-10-01,2005,10,2005-10,23060,6112,11746,5202
West Virginia,2005-10-01,2005,10,2005-10,13536,2979,10346,211
Wisconsin,2005-10-01,2005,10,2005-10,21909,3542,18366,1
Wyoming,2005-10-01,2005,10,2005-10,3373,724,2377,272
Alabama,2005-09-01,2005,09,2005-09,20197,8107,11709,381
Alaska,2005-09-01,2005,09,2005-09,3912,1338,2492,82
Arizona,2005-09-01,2005,09,2005-09,15856,6445,7230,2181
Arkansas,2005-09-01,2005,09,2005-09,14707,3600,9955,1152
California,2005-09-01,2005,09,2005-09,54442,19254,21845,13343
Colorado,2005-09-01,2005,09,2005-09,17457,6050,10305,1102
Connecticut,2005-09-01,2005,09,2005-09,8148,1775,2176,4197
Delaware,2005-09-01,2005,09,2005-09,1420,517,887,16
District of Columbia,2005-09-01,2005,09,2005-09,1,1,0,0
Florida,2005-09-01,2005,09,2005-09,31383,16211,14476,696
Georgia,2005-09-01,2005,09,2005-09,18904,5999,10098,2807
Guam,2005-09-01,2005,09,2005-09,32,16,16,0
Hawaii,2005-09-01,2005,09,2005-09,695,0,0,695
Idaho,2005-09-01,2005,09,2005-09,8182,1658,5635,889
Illinois,2005-09-01,2005,09,2005-09,48703,4310,7610,36783
Indiana,2005-09-01,2005,09,2005-09,12692,4479,8036,177
Iowa,2005-09-01,2005,09,2005-09,7510,31,3896,3583
Kansas,2005-09-01,2005,09,2005-09,8410,2301,5940,169
Kentucky,2005-09-01,2005,09,2005-09,18361,6502,11432,427
Louisiana,2005-09-01,2005,09,2005-09,26526,15375,10734,417
Maine,2005-09-01,2005,09,2005-09,5697,1280,4282,135
Mariana Islands,2005-09-01,2005,09,2005-09,0,0,0,0
Maryland,2005-09-01,2005,09,2005-09,6881,858,4561,1462
Massachusetts,2005-09-01,2005,09,2005-09,8699,1636,1305,5758
Michigan,2005-09-01,2005,09,2005-09,29906,2473,16578,10855
Minnesota,2005-09-01,2005,09,2005-09,25004,3253,17187,4564
Mississippi,2005-09-01,2005,09,2005-09,15027,6292,8451,284
Missouri,2005-09-01,2005,09,2005-09,16632,3864,12611,157
Montana,2005-09-01,2005,09,2005-09,8370,1752,6141,477
Nebraska,2005-09-01,2005,09,2005-09,4328,1,2876,1451
Nevada,2005-09-01,2005,09,2005-09,4884,2192,2585,107
New Hampshire,2005-09-01,2005,09,2005-09,5164,1347,2506,1311
New Jersey,2005-09-01,2005,09,2005-09,2843,1149,1644,50
New Mexico,2005-09-01,2005,09,2005-09,6878,2547,4162,169
New York,2005-09-01,2005,09,2005-09,16273,940,11969,3364
North Carolina,2005-09-01,2005,09,2005-09,22555,1279,13828,7448
North Dakota,2005-09-01,2005,09,2005-09,4012,440,3399,173
Ohio,2005-09-01,2005,09,2005-09,23674,9063,13997,614
Oklahoma,2005-09-01,2005,09,2005-09,14354,4826,9140,388
Oregon,2005-09-01,2005,09,2005-09,15740,4494,10907,339
Pennsylvania,2005-09-01,2005,09,2005-09,41556,0,41184,372
Puerto Rico,2005-09-01,2005,09,2005-09,865,676,174,15
Rhode Island,2005-09-01,2005,09,2005-09,835,355,422,58
South Carolina,2005-09-01,2005,09,2005-09,11749,3903,6389,1457
South Dakota,2005-09-01,2005,09,2005-09,5096,769,4275,52
Tennessee,2005-09-01,2005,09,2005-09,19482,7117,9340,3025
Texas,2005-09-01,2005,09,2005-09,68955,19851,41485,7619
Utah,2005-09-01,2005,09,2005-09,8543,1932,5424,1187
Vermont,2005-09-01,2005,09,2005-09,1900,483,1381,36
Virgin Islands,2005-09-01,2005,09,2005-09,0,0,0,0
Virginia,2005-09-01,2005,09,2005-09,17952,7017,10689,246
Washington,2005-09-01,2005,09,2005-09,21271,5697,10463,5111
West Virginia,2005-09-01,2005,09,2005-09,11364,3146,7994,224
Wisconsin,2005-09-01,2005,09,2005-09,18423,3377,15046,0
Wyoming,2005-09-01,2005,09,2005-09,3761,925,2592,244
Alabama,2005-08-01,2005,08,2005-08,15538,6590,8689,259
Alaska,2005-08-01,2005,08,2005-08,4622,1576,2956,90
Arizona,2005-08-01,2005,08,2005-08,14352,6081,6604,1667
Arkansas,2005-08-01,2005,08,2005-08,11586,2889,7509,1188
California,2005-08-01,2005,08,2005-08,52317,18243,20689,13385
Colorado,2005-08-01,2005,08,2005-08,16287,6011,9114,1162
Connecticut,2005-08-01,2005,08,2005-08,7387,1770,1618,3999
Delaware,2005-08-01,2005,08,2005-08,1250,478,745,27
District of Columbia,2005-08-01,2005,08,2005-08,1,0,1,0
Florida,2005-08-01,2005,08,2005-08,28295,15069,12656,570
Georgia,2005-08-01,2005,08,2005-08,16074,5256,8061,2757
Guam,2005-08-01,2005,08,2005-08,38,14,23,1
Hawaii,2005-08-01,2005,08,2005-08,643,0,0,643
Idaho,2005-08-01,2005,08,2005-08,6561,1494,3948,1119
Illinois,2005-08-01,2005,08,2005-08,46717,3853,7722,35142
Indiana,2005-08-01,2005,08,2005-08,12306,4721,7402,183
Iowa,2005-08-01,2005,08,2005-08,5831,27,2670,3134
Kansas,2005-08-01,2005,08,2005-08,7402,2116,5116,170
Kentucky,2005-08-01,2005,08,2005-08,17018,6326,10322,370
Louisiana,2005-08-01,2005,08,2005-08,13554,4961,8388,205
Maine,2005-08-01,2005,08,2005-08,3870,1152,2650,68
Mariana Islands,2005-08-01,2005,08,2005-08,0,0,0,0
Maryland,2005-08-01,2005,08,2005-08,5970,893,3687,1390
Massachusetts,2005-08-01,2005,08,2005-08,8717,1568,1092,6057
Michigan,2005-08-01,2005,08,2005-08,23858,2552,11437,9869
Minnesota,2005-08-01,2005,08,2005-08,19775,3105,11414,5256
Mississippi,2005-08-01,2005,08,2005-08,10134,3440,6555,139
Missouri,2005-08-01,2005,08,2005-08,16316,3980,12195,141
Montana,2005-08-01,2005,08,2005-08,6836,1725,4678,433
Nebraska,2005-08-01,2005,08,2005-08,3420,3,2200,1217
Nevada,2005-08-01,2005,08,2005-08,5064,2518,2418,128
New Hampshire,2005-08-01,2005,08,2005-08,4294,1132,1889,1273
New Jersey,2005-08-01,2005,08,2005-08,2745,1166,1540,39
New Mexico,2005-08-01,2005,08,2005-08,6507,2574,3770,163
New York,2005-08-01,2005,08,2005-08,11401,1171,7472,2758
North Carolina,2005-08-01,2005,08,2005-08,20772,1193,11741,7838
North Dakota,2005-08-01,2005,08,2005-08,2953,400,2351,202
Ohio,2005-08-01,2005,08,2005-08,22438,8739,13123,576
Oklahoma,2005-08-01,2005,08,2005-08,13888,4787,8779,322
Oregon,2005-08-01,2005,08,2005-08,11245,3998,6978,269
Pennsylvania,2005-08-01,2005,08,2005-08,35736,0,35320,416
Puerto Rico,2005-08-01,2005,08,2005-08,863,681,165,17
Rhode Island,2005-08-01,2005,08,2005-08,661,310,292,59
South Carolina,2005-08-01,2005,08,2005-08,10799,3560,5575,1664
South Dakota,2005-08-01,2005,08,2005-08,3804,676,3082,46
Tennessee,2005-08-01,2005,08,2005-08,21483,6996,9312,5175
Texas,2005-08-01,2005,08,2005-08,62684,16811,37374,8499
Utah,2005-08-01,2005,08,2005-08,6005,1372,3278,1355
Vermont,2005-08-01,2005,08,2005-08,1276,438,816,22
Virgin Islands,2005-08-01,2005,08,2005-08,0,0,0,0
Virginia,2005-08-01,2005,08,2005-08,15299,6520,8575,204
Washington,2005-08-01,2005,08,2005-08,17770,5533,8040,4197
West Virginia,2005-08-01,2005,08,2005-08,9286,2878,6244,164
Wisconsin,2005-08-01,2005,08,2005-08,12809,2839,9968,2
Wyoming,2005-08-01,2005,08,2005-08,3016,805,1907,304
Alabama,2005-07-01,2005,07,2005-07,13127,6320,6508,299
Alaska,2005-07-01,2005,07,2005-07,3645,1533,2032,80
Arizona,2005-07-01,2005,07,2005-07,12065,5785,5108,1172
Arkansas,2005-07-01,2005,07,2005-07,9374,2737,5375,1262
California,2005-07-01,2005,07,2005-07,47223,17503,16539,13181
Colorado,2005-07-01,2005,07,2005-07,13416,5431,6882,1103
Connecticut,2005-07-01,2005,07,2005-07,6770,1719,1470,3581
Delaware,2005-07-01,2005,07,2005-07,979,413,557,9
District of Columbia,2005-07-01,2005,07,2005-07,3,3,0,0
Florida,2005-07-01,2005,07,2005-07,23984,13557,9935,492
Georgia,2005-07-01,2005,07,2005-07,13979,5103,6264,2612
Guam,2005-07-01,2005,07,2005-07,29,8,20,1
Hawaii,2005-07-01,2005,07,2005-07,608,0,0,608
Idaho,2005-07-01,2005,07,2005-07,5034,1297,2876,861
Illinois,2005-07-01,2005,07,2005-07,33135,3695,4998,24442
Indiana,2005-07-01,2005,07,2005-07,9921,4212,5515,194
Iowa,2005-07-01,2005,07,2005-07,4459,21,1814,2624
Kansas,2005-07-01,2005,07,2005-07,5229,1881,3221,127
Kentucky,2005-07-01,2005,07,2005-07,14152,6057,7758,337
Louisiana,2005-07-01,2005,07,2005-07,10106,4560,5384,162
Maine,2005-07-01,2005,07,2005-07,3005,1043,1897,65
Mariana Islands,2005-07-01,2005,07,2005-07,0,0,0,0
Maryland,2005-07-01,2005,07,2005-07,4851,834,2675,1342
Massachusetts,2005-07-01,2005,07,2005-07,7263,1375,872,5016
Michigan,2005-07-01,2005,07,2005-07,19723,2636,7889,9198
Minnesota,2005-07-01,2005,07,2005-07,14509,2678,6697,5134
Mississippi,2005-07-01,2005,07,2005-07,8396,3528,4715,153
Missouri,2005-07-01,2005,07,2005-07,11941,3395,8435,111
Montana,2005-07-01,2005,07,2005-07,5557,1529,3605,423
Nebraska,2005-07-01,2005,07,2005-07,2466,1,1477,988
Nevada,2005-07-01,2005,07,2005-07,3939,2007,1812,120
New Hampshire,2005-07-01,2005,07,2005-07,3719,964,1509,1246
New Jersey,2005-07-01,2005,07,2005-07,2545,1252,1248,45
New Mexico,2005-07-01,2005,07,2005-07,5556,2253,3175,128
New York,2005-07-01,2005,07,2005-07,9342,1261,5588,2493
North Carolina,2005-07-01,2005,07,2005-07,16034,1114,8277,6643
North Dakota,2005-07-01,2005,07,2005-07,2143,388,1625,130
Ohio,2005-07-01,2005,07,2005-07,19034,8308,10273,453
Oklahoma,2005-07-01,2005,07,2005-07,10887,4544,6074,269
Oregon,2005-07-01,2005,07,2005-07,9426,3638,5531,257
Pennsylvania,2005-07-01,2005,07,2005-07,32467,0,31319,1148
Puerto Rico,2005-07-01,2005,07,2005-07,699,540,134,25
Rhode Island,2005-07-01,2005,07,2005-07,620,294,268,58
South Carolina,2005-07-01,2005,07,2005-07,8464,3324,3784,1356
South Dakota,2005-07-01,2005,07,2005-07,2866,692,2137,37
Tennessee,2005-07-01,2005,07,2005-07,19176,6532,6397,6247
Texas,2005-07-01,2005,07,2005-07,48647,16115,25476,7056
Utah,2005-07-01,2005,07,2005-07,4982,1270,2473,1239
Vermont,2005-07-01,2005,07,2005-07,1073,419,622,32
Virgin Islands,2005-07-01,2005,07,2005-07,0,0,0,0
Virginia,2005-07-01,2005,07,2005-07,14752,7183,7379,190
Washington,2005-07-01,2005,07,2005-07,15110,5063,6845,3202
West Virginia,2005-07-01,2005,07,2005-07,7650,2656,4847,147
Wisconsin,2005-07-01,2005,07,2005-07,9213,2621,6591,1
Wyoming,2005-07-01,2005,07,2005-07,2386,746,1392,248
Alabama,2005-06-01,2005,06,2005-06,13327,6519,6284,524
Alaska,2005-06-01,2005,06,2005-06,3159,1385,1686,88
Arizona,2005-06-01,2005,06,2005-06,11243,5202,4657,1384
Arkansas,2005-06-01,2005,06,2005-06,9550,2959,5156,1435
California,2005-06-01,2005,06,2005-06,47509,17730,16877,12902
Colorado,2005-06-01,2005,06,2005-06,13691,5505,7003,1183
Connecticut,2005-06-01,2005,06,2005-06,7287,1745,1420,4122
Delaware,2005-06-01,2005,06,2005-06,985,469,504,12
District of Columbia,2005-06-01,2005,06,2005-06,3,3,0,0
Florida,2005-06-01,2005,06,2005-06,25239,14468,10273,498
Georgia,2005-06-01,2005,06,2005-06,13572,5159,5385,3028
Guam,2005-06-01,2005,06,2005-06,32,16,15,1
Hawaii,2005-06-01,2005,06,2005-06,617,0,0,617
Idaho,2005-06-01,2005,06,2005-06,5685,1346,2964,1375
Illinois,2005-06-01,2005,06,2005-06,33367,3751,4849,24767
Indiana,2005-06-01,2005,06,2005-06,10172,4450,5551,171
Iowa,2005-06-01,2005,06,2005-06,4689,19,1818,2852
Kansas,2005-06-01,2005,06,2005-06,5071,1906,3020,145
Kentucky,2005-06-01,2005,06,2005-06,13457,5880,7265,312
Louisiana,2005-06-01,2005,06,2005-06,9898,4694,5028,176
Maine,2005-06-01,2005,06,2005-06,2785,950,1768,67
Mariana Islands,2005-06-01,2005,06,2005-06,0,0,0,0
Maryland,2005-06-01,2005,06,2005-06,4795,803,2577,1415
Massachusetts,2005-06-01,2005,06,2005-06,7458,1551,888,5019
Michigan,2005-06-01,2005,06,2005-06,20251,2434,7528,10289
Minnesota,2005-06-01,2005,06,2005-06,14731,2688,6182,5861
Mississippi,2005-06-01,2005,06,2005-06,7523,3263,4123,137
Missouri,2005-06-01,2005,06,2005-06,12031,3703,8209,119
Montana,2005-06-01,2005,06,2005-06,6024,1561,4084,379
Nebraska,2005-06-01,2005,06,2005-06,2454,1,1356,1097
Nevada,2005-06-01,2005,06,2005-06,3937,1956,1876,105
New Hampshire,2005-06-01,2005,06,2005-06,3562,986,1373,1203
New Jersey,2005-06-01,2005,06,2005-06,2488,1239,1196,53
New Mexico,2005-06-01,2005,06,2005-06,5457,2325,2999,133
New York,2005-06-01,2005,06,2005-06,8153,923,5133,2097
North Carolina,2005-06-01,2005,06,2005-06,16331,1125,8353,6853
North Dakota,2005-06-01,2005,06,2005-06,2198,399,1592,207
Ohio,2005-06-01,2005,06,2005-06,19225,8320,10440,465
Oklahoma,2005-06-01,2005,06,2005-06,10360,4168,5869,323
Oregon,2005-06-01,2005,06,2005-06,11126,4110,6735,281
Pennsylvania,2005-06-01,2005,06,2005-06,31555,0,30772,783
Puerto Rico,2005-06-01,2005,06,2005-06,723,572,137,14
Rhode Island,2005-06-01,2005,06,2005-06,567,290,209,68
South Carolina,2005-06-01,2005,06,2005-06,8340,3426,3323,1591
South Dakota,2005-06-01,2005,06,2005-06,2693,620,2038,35
Tennessee,2005-06-01,2005,06,2005-06,15910,6190,5626,4094
Texas,2005-06-01,2005,06,2005-06,46327,15382,21706,9239
Utah,2005-06-01,2005,06,2005-06,5737,1432,2750,1555
Vermont,2005-06-01,2005,06,2005-06,993,403,578,12
Virgin Islands,2005-06-01,2005,06,2005-06,0,0,0,0
Virginia,2005-06-01,2005,06,2005-06,12382,5614,6572,196
Washington,2005-06-01,2005,06,2005-06,15223,5433,6975,2815
West Virginia,2005-06-01,2005,06,2005-06,7172,2547,4472,153
Wisconsin,2005-06-01,2005,06,2005-06,8849,2609,6238,2
Wyoming,2005-06-01,2005,06,2005-06,2671,735,1515,421
Alabama,2005-05-01,2005,05,2005-05,12321,6199,5897,225
Alaska,2005-05-01,2005,05,2005-05,3353,1379,1909,65
Arizona,2005-05-01,2005,05,2005-05,11856,5549,4656,1651
Arkansas,2005-05-01,2005,05,2005-05,7846,2635,4529,682
California,2005-05-01,2005,05,2005-05,48571,17509,17486,13576
Colorado,2005-05-01,2005,05,2005-05,13666,5498,6989,1179
Connecticut,2005-05-01,2005,05,2005-05,7579,1914,1470,4195
Delaware,2005-05-01,2005,05,2005-05,1066,460,589,17
District of Columbia,2005-05-01,2005,05,2005-05,2,2,0,0
Florida,2005-05-01,2005,05,2005-05,24404,14184,9736,484
Georgia,2005-05-01,2005,05,2005-05,13355,4932,5193,3230
Guam,2005-05-01,2005,05,2005-05,28,12,16,0
Hawaii,2005-05-01,2005,05,2005-05,574,0,0,574
Idaho,2005-05-01,2005,05,2005-05,5431,1287,3120,1024
Illinois,2005-05-01,2005,05,2005-05,31098,4011,4967,22120
Indiana,2005-05-01,2005,05,2005-05,9965,4559,5275,131
Iowa,2005-05-01,2005,05,2005-05,5192,23,1863,3306
Kansas,2005-05-01,2005,05,2005-05,5070,1778,3166,126
Kentucky,2005-05-01,2005,05,2005-05,12669,5683,6665,321
Louisiana,2005-05-01,2005,05,2005-05,8895,4241,4489,165
Maine,2005-05-01,2005,05,2005-05,3186,1059,2021,106
Mariana Islands,2005-05-01,2005,05,2005-05,0,0,0,0
Maryland,2005-05-01,2005,05,2005-05,4787,871,2476,1440
Massachusetts,2005-05-01,2005,05,2005-05,7969,1617,998,5354
Michigan,2005-05-01,2005,05,2005-05,22581,2717,8717,11147
Minnesota,2005-05-01,2005,05,2005-05,13083,2686,6653,3744
Mississippi,2005-05-01,2005,05,2005-05,7473,3391,3938,144
Missouri,2005-05-01,2005,05,2005-05,11314,3471,7760,83
Montana,2005-05-01,2005,05,2005-05,5906,1480,3975,451
Nebraska,2005-05-01,2005,05,2005-05,2485,2,1388,1095
Nevada,2005-05-01,2005,05,2005-05,4050,2071,1894,85
New Hampshire,2005-05-01,2005,05,2005-05,4203,1197,1713,1293
New Jersey,2005-05-01,2005,05,2005-05,2689,1370,1273,46
New Mexico,2005-05-01,2005,05,2005-05,5345,2332,2906,107
New York,2005-05-01,2005,05,2005-05,9606,1009,6178,2419
North Carolina,2005-05-01,2005,05,2005-05,15489,1009,7773,6707
North Dakota,2005-05-01,2005,05,2005-05,2277,432,1564,281
Ohio,2005-05-01,2005,05,2005-05,20443,9149,10769,525
Oklahoma,2005-05-01,2005,05,2005-05,10812,4482,6026,304
Oregon,2005-05-01,2005,05,2005-05,10971,3868,6861,242
Pennsylvania,2005-05-01,2005,05,2005-05,32401,0,32008,393
